name,brewery_type,address,state,phone,website_url,country,region,division,longitude,latitude
Aleman Brewing,micro,3304 N Knox Ave Chicago Illinois 60641-4434,Illinois,8123404198,http://www.alemanchicago.com,United States,Midwest,East North Central,-87.74301213,41.94087994
Alesatian Brewing Co.,brewpub,21 N Loudoun St Winchester Virginia 22601-4715,Virginia,5406672743,http://www.alesatianbrewing.com,United States,South,South Atlantic,-78.16559208,39.18446446
Alewife Brewing Company,brewpub,514 51st Ave Long Island City New York 11101-5879,New York,7189377494,http://www.alewife.beer,United States,Northeast,Middle Atlantic,-73.95625257,40.74232214
Alibi Ale Works,micro,204 E Enterprise St Incline Village Nevada 89451-9456,Nevada,7752987001,http://www.alibialeworks.com,United States,West,Mountain,-119.95371170000001,39.24819328
Align Brewing Co,micro,8680 Miralani Dr San Diego California 92126-6300,California,Not Available,http://www.facebook.com/alignbrewing,United States,West,Pacific,-117.137429,32.896584000000004
All Rise Brewing Co,brewpub,235 N Ashland Ave Chicago Illinois 60607-1401,Illinois,3122266300,http://www.allrisebrewing.com,United States,Midwest,East North Central,-87.66673279999999,41.8864021
Allagash Brewing Co,regional,50 Industrial Way Portland Maine 04103-1270,Maine,2078785385,http://www.allagash.com,United States,Northeast,New England,-70.31795179999999,43.7030951
Allegheny City Brewing,micro,507 Foreland St Pittsburgh Pennsylvania 15212-4910,Pennsylvania,4129043732,http://www.alleghenycitybrewing.com,United States,Northeast,Middle Atlantic,-80.00061073,40.45424933
Allegory Brewing,micro,777 NE 4th St McMinnville Oregon 97128-4502,Oregon,9713731253,http://www.allegorybrewing.com,United States,West,Pacific,-123.19178059999999,45.21081917
Allentown Brew Works,brewpub,812 Hamilton St Allentown Pennsylvania 18101-2437,Pennsylvania,6104337777,http://www.thebrewworks.com,United States,Northeast,Middle Atlantic,-75.4575021,40.6060468
Alliance Brewing Company,micro,1130 Sevier Ave Knoxville Tennessee 37920,Tennessee,8652475355,http://www.alliancebrewing.com,United States,South,East South Central,-83.90354690000001,35.9593516
Alligator Brewing / Tall Paul's Brewhouse,micro,10 SE 2nd Ave Gainesville Florida 32601-6232,Florida,3525050990,Not Available,United States,South,South Atlantic,-82.32225229999999,29.6502615
Alloy Brewing Company,micro,2700 Coon Rapids Blvd NW Coon Rapids Minnesota 55433-3955,Minnesota,7634230939,http://www.alloybrewingcompany.com,United States,Midwest,West North Central,-93.33543497,45.16953614
Alltech's Lexington Brewing,regional,475 Angliana Ave Lexington Kentucky 40508-3134,Kentucky,8592552337,http://www.Kentuckyale.com,United States,South,East South Central,-84.51599645,38.04950651
Alma Brewing Co,brewpub,208 E Superior St Alma Michigan 48801-1819,Michigan,9894620208,http://www.almabrewing.com,United States,Midwest,East North Central,-84.65887190000001,43.37888808
Alma Mader Brewing,micro,2635 Southwest Blvd Kansas City Missouri 64108,Missouri,8169452589,http://almamaderbrewing.com,United States,Midwest,West North Central,-94.599389,39.082495
Almanac Beer Company,micro,651B W Tower Ave Alameda California 94501-5047,California,4159326531,http://almanacbeer.com,United States,West,Pacific,-122.3062832,37.78344977
Aloha Beer Co,brewpub,700 Queen St Honolulu Hawaii 96813-5110,Hawaii,8085455959,http://www.alohabeer.com,United States,West,Pacific,-157.857248,21.301249
Alosta Brewing Co,micro,692 Arrow Grand Cir Covina California 91722-2122,California,9094558707,http://www.alostabrewing.com,United States,West,Pacific,-117.87814660000001,34.10365026
Alpenglow Beer Co,contract,Not Available Lafayette California 94549-4621,California,Not Available,http://www.buckwildbrew.com,United States,West,Pacific,-122.1180201,37.885758200000005
Alpha Brewing Co.,micro,4310 Fyler Ave Saint Louis Missouri 63116,Missouri,3146212337,http://www.alphabrewingcompany.com,United States,Midwest,West North Central,-90.26236838,38.59861817
Alpine Beer Company,brewpub,6550 Mira Mesa Blvd San Diego California 92121-4100,California,6194452337,http://www.alpinebrewing.com,United States,West,Pacific,-117.113975,32.916779600000005
Alpine Brewing Co,micro,821 14th Ave Oroville Washington 98844,Washington,5094769662,http://www.alpine-brewing.com,United States,West,Pacific,-119.43053059999998,48.936587700000004
ALT Brew / Greenview Brewing LLC,brewpub,1808 Wright St Madison Wisconsin 53704-2522,Wisconsin,6083523373,http://www.altbrew.com,United States,Midwest,East North Central,-89.33026,43.12576305
Alta Brewing Company,micro,1983 Julian Avenue San Diego California 92113-1125,California,6197957300,http://www.altabrewing.com,United States,West,Pacific,-117.14147120000001,32.7018758
Altamont Beer Works,micro,2402 Research Dr Livermore California 94550-3850,California,9254432337,http://www.altamontbeerworks.com,United States,West,Pacific,-121.72109740000002,37.67839114
Alternation Brewing Company,micro,1539 S Broadway Denver Colorado 80210-2607,Colorado,3038025340,http://www.alternationbrewing.com,United States,West,Mountain,-104.9876117,39.68866374
Altitude Chophouse and Brewery,brewpub,320 S 2nd St Laramie Wyoming 82070-3612,Wyoming,3077214031,http://www.altitudechophouse.com,United States,West,Mountain,-105.5953366,41.31038565
Altstadt Brewery,micro,6120 E US Highway 290 Fredericksburg Texas 78624-2176,Texas,8303042337,http://www.altstadtbeer.com,United States,South,West South Central,-98.84672629999999,30.246857399999996
Alvarado Street Brewery & Grill,brewpub,426 Alvarado St Monterey California 93940-2711,California,8316552337,Not Available,United States,West,Pacific,-121.8946096,36.59857755
Amador Brewing Company,micro,9659 Main St Plymouth California 95669-9570,California,2095071900,http://www.amadorbrewing.com,United States,West,Pacific,-120.849271,38.4808723
Amber Lantern Brewing Company,brewpub,44 N Main St Warsaw New York 14569-1326,New York,5857863559,http://www.amberlanternbrewingcompany.com,United States,Northeast,Middle Atlantic,-78.132363,42.7408423
Ambitious Ales,planning,Not Available Long Beach California 90807-2907,California,7142962550,http://www.ambitiousales.com,United States,West,Pacific,-118.1580493,33.78538945
Amelia Island Brewing Company,brewpub,318 Centre St Fernandina Beach Florida 32034-4241,Florida,9043106088,http://www.theameliatavern.com,United States,South,South Atlantic,-81.46236272,30.67106045
American Brewers Inc,micro,3408 Miller Rd Kalamazoo Michigan 49001-4111,Michigan,2692171920,http://www.americanbrewers.us,United States,Midwest,East North Central,-85.5378194,42.26671998
American Harvest Brewpub At Schoolcraft College,brewpub,18600 Haggerty Rd Livonia Michigan 48152-3932,Michigan,7344627659,http://www.schoolcraft.edu,United States,Midwest,East North Central,-83.42868497,42.419317
American Honor Beer Co,contract,700 N Pennsylvania Ave Wilkes Barre Pennsylvania 18705-2451,Pennsylvania,Not Available,http://www.BoondoggleBeer.com,United States,Northeast,Middle Atlantic,-75.859363,41.254896
American Icon Brewery,brewpub,1133 19th Place Vero Beach Florida 32960,Florida,7729344266,http://www.americaniconbrewery.com,United States,South,South Atlantic,-80.3955067,27.63674361
American Solera,micro,1702 E 6th St Tulsa Oklahoma 74104,Oklahoma,9189494318,http://www.americansolera.com,United States,South,West South Central,-95.9667403,36.1518928
Amerisports Brew Pub,brewpub,3200 Ameristar Dr Kansas City Missouri 64161,Missouri,8164147435,http://www.ameristar.com,United States,Midwest,West North Central,-94.484526,39.150682
Amherst Brewing Co / Hangar Pub and Grill,brewpub,10 University Dr Amherst Massachusetts 01002-2243,Massachusetts,4132534400,http://www.amherstbrewing.com,United States,Northeast,New England,-72.5318418,42.3728635
Ammo Brewing,micro,235 N Market St Petersburg Virginia 23803-3207,Virginia,8047221667,http://www.ammobrewing.com,United States,South,South Atlantic,-77.407177,37.230765000000005
Amorys Tomb Brewing Co,micro,76 Main St Maynard Massachusetts 01754-2516,Massachusetts,9782430875,http://amorystomb.com,United States,Northeast,New England,-71.45315644,42.43203845
Amplified Ale Works,brewpub,4150 Mission Blvd Ste 208 San Diego California 92109-5054,California,6195871400,http://www.amplifiedales.com,United States,West,Pacific,-117.2511178,32.7719729
Anacapa Brewing Co,brewpub,472 E Main St Ventura California 93001-2627,California,8056432337,http://www.anacapabrewing.com,United States,West,Pacific,-119.2935874,34.28073347
Anacortes Brewery/Rockfish Grill,brewpub,320 Commercial Ave Anacortes Washington 98221-1517,Washington,3605881720,http://www.anacortesrockfish.com,United States,West,Pacific,-122.61260890000001,48.51933431
Anaheim Brewery,micro,336 S Anaheim Blvd Anaheim California 92805-3830,California,7147801888,http://www.anaheimbrew.com,United States,West,Pacific,-117.91252490000001,33.8328226
Ancestry Brewery,brewpub,20585 SW 115th Ave Tualatin Oregon 97062-6857,Oregon,5037060448,http://www.ancestrybrewing.com,United States,West,Pacific,-122.7967838,45.371154600000004
Anchor Brewing Co,large,1705 Mariposa St San Francisco California 94107-2334,California,4158638350,http://www.anchorbrewing.com,United States,West,Pacific,-122.4011065,37.763077200000005
Anchorage Brewing Co,micro,148 W 91st Ave Anchorage Alaska 99515-1901,Alaska,9073605104,http://www.anchoragebrewingcompany.com,United States,West,Pacific,-149.8893581,61.1385311
Andrews Brewing Co At Calaboose Cellars,micro,575 Aquone Rd Andrews North Carolina 28901-7004,North Carolina,8283212006,http://www.calaboosecellars.com,United States,South,South Atlantic,-83.81487799,35.19958164
Angel City Brewery,micro,216 S Alameda St Los Angeles California 90012-4201,California,2136221261,http://www.angelcitybrewery.com,United States,West,Pacific,-118.237715,34.04627065
"Angry Chair Brewing, LLC.",micro,6401 N Florida Ave Tampa Florida 33604-6007,Florida,8138921651,http://www.angrychairbrewing.com,United States,South,South Atlantic,-82.45938100000001,28.005127
Angry Hank's Microbrewery,micro,20 N 30th St Billings Montana 59101-2140,Montana,4062523370,Not Available,United States,West,Mountain,-108.50760249999999,45.78022173
Angry Horse Brewing,micro,603 W Whittier Blvd Montebello California 90640-5235,California,3235300015,http://angryhorsebrewing.com,United States,West,Pacific,-118.1003743,34.0084152
Angry Inch Brewing,micro,20841 Holyoke Ave Lakeville Minnesota 55044-,Minnesota,Not Available,http://www.angryinchbrewing.com,United States,Midwest,West North Central,-93.2432718,44.64760220000001
Angry James Brewing Co,micro,421 Adams Ave Silverthorne Colorado 80498,Colorado,9704558800,http://www.angryjamesbrewing.com,United States,West,Mountain,-106.0764637,39.63306895
"Angry Minnow, The",brewpub,10440 Florida Ave Hayward Wisconsin 54843-7112,Wisconsin,7159343055,http://www.angryminnow.com,United States,Midwest,East North Central,-91.4887672,46.01048529999999
Angry Scotsman Brewing,contract,704 W Reno Ave Oklahoma City Oklahoma 73102-2434,Oklahoma,4056737713,http://www.angryscotbrew.com,United States,South,West South Central,-97.60027690000001,35.464420600000004
Anheuser-Busch InBev,large,1 Busch Pl Saint Louis Missouri 63118-1849,Missouri,3145772000,http://www.anheuser-busch.com,United States,Midwest,West North Central,-90.2118998,38.5954536
Anheuser-Busch Inc â Baldwinsville,large,2885 Belgium Rd Baldwinsville New York 13027-2706,New York,3156354000,Not Available,United States,Northeast,Middle Atlantic,-76.31159343,43.16510925
Anheuser-Busch Inc â Columbus,large,700 Schrock Rd Columbus Ohio 43229-1123,Ohio,6148886644,Not Available,United States,Midwest,East North Central,-82.99306999999999,40.102197
Anheuser-Busch Inc â Fairfield,large,3101 Busch Dr Fairfield California 94534-9726,California,7074292000,Not Available,United States,West,Pacific,-122.0902992,38.2365838
Anheuser-Busch Inc â Houston,large,775 Gellhorn Dr Houston Texas 77029-1496,Texas,7136752311,Not Available,United States,South,West South Central,-95.27130674,29.771858
Anheuser-Busch Inc â Jacksonville,large,111 Busch Dr Jacksonville Florida 32218-5546,Florida,9047510700,Not Available,United States,South,South Atlantic,-81.6481156,30.431955199999997
Anheuser-Busch Inc â Merrimack,large,221 Daniel Webster Hwy Merrimack New Hampshire 03054-4807,New Hampshire,6038896631,Not Available,United States,Northeast,New England,-71.48598162,42.8253635
Anheuser-Busch Inc - Fort Collins,large,2351 Busch Dr Fort Collins Colorado 80524-9400,Colorado,9704904500,Not Available,United States,West,Mountain,-105.0019686,40.61817811
Anheuser-Busch Inc - Los Angeles,large,15800 Roscoe Blvd Van Nuys California 91406-1350,California,8189895300,Not Available,United States,West,Pacific,-118.4721072,34.22139179999999
Anheuser-Busch Inc ̢���� Williamsburg,large,7801 Pocahontas Trl Williamsburg Virginia 23185-6302,Virginia,7572533600,http://www.anheuser-busch.com,United States,South,South Atlantic,-76.6798988,37.265288899999994
Animas Brewing Co,brewpub,1560 E 2nd Ave Durango Colorado 81301-5186,Colorado,9704038850,http://www.animasbrewing.com,United States,West,Mountain,-107.8769912,37.27997215
Anthem Brewing Co,micro,908 SW 4th St Oklahoma City Oklahoma 73109-1012,Oklahoma,4056040446,http://www.anthembrewing.com,United States,South,West South Central,-97.5279236,35.46099673
Antiques on High,micro,714 S High St Columbus Ohio 43206,Ohio,614-725-2070,https://www.antiquesonhigh.com/,United States,Midwest,East North Central,-82.99774000000001,39.9476
Apex Aleworks Brew And BBQ Supplies,micro,4360 S Noland Rd Independence Missouri 64055-4741,Missouri,8163135039,http://www.apexaleworks.com,United States,Midwest,West North Central,-94.416872,39.041039000000005
Apocalypse Ale Works,micro,1257 Burnbridge Rd Forest Virginia 24551-3803,Virginia,4342588761,http://www.apocalypsebrewworks.com,United States,South,South Atlantic,-79.28917899,37.36302124
Apocalypse Brew Works,micro,1612 Mellwood Ave Louisville Kentucky 40206-1752,Kentucky,5025894843,http://www.apocalypsebrewworks.com,United States,South,East South Central,-85.72031443,38.256644200000004
Appalachian Brewing Co - Harrisburg,brewpub,50 N Cameron St Harrisburg Pennsylvania 17101-2407,Pennsylvania,7172211080,http://www.abcbrew.com,United States,Northeast,Middle Atlantic,-76.88169609999998,40.291059000000004
Appalachian Brewing Co - Lititz,brewpub,55 N Water St Lititz Pennsylvania 17543-1612,Pennsylvania,7172211080,http://www.abcbrew.com,United States,Northeast,Middle Atlantic,-76.30100986,40.15827375
Appalachian Mountain Brewery - Boone,micro,163 Boone Creek Dr Boone North Carolina 28607-7911,North Carolina,8282631111,http://www.appalachianmountainbrewery.com,United States,South,South Atlantic,-81.668461,36.2033414
Appalachian Mountain Brewery - Portsmouth,micro,1 Redhook Way Portsmouth New Hampshire 03801-6853,New Hampshire,8282631111,Not Available,United States,Northeast,New England,-70.80446020000001,43.087884
Apple Blossom Brewing Co,brewpub,1550 E Zion Rd Fayetteville Arkansas 72703-5017,Arkansas,4792874344,http://www.appleblossombrewing.com,United States,South,West South Central,-94.1372796,36.1297079
Appleton Beer Factory,brewpub,603 W College Ave Appleton Wisconsin 54911-5803,Wisconsin,9203649931,http://www.appletonbeerfactory.com,United States,Midwest,East North Central,-88.41391479999999,44.26173602
